ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,StartDate,EndDate,Appg,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Link,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,VisitLocations_Country_2,VisitLocations_Destination_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,VisitLocations_Country_3,VisitLocations_Destination_3
13909,International visit to United States between 25 October 2025 and 05 November 2025,,2025-11-18,2025-11-18,,Visits outside the UK,146,Barry Gardiner,United States,Washington,Climate change conferences in Washington and Rio De Janeiro in preparation for COP 30,2025-10-25,2025-11-05,,International Conservation Caucus Foundation,False,"2nd Floor Parkgates Buoy New Road, Prestwich, Manchester, M25 0TL",In kind,Accommodation Washington (£658),658.00,True,https://interests-api.parliament.uk/api/v1/Interests/13909,Luminary Networks,False,"4 Artisan Place, Harrow HA3 5DS",In kind,"Return flights UK to Washington (£2,086)",2086.00,True,Brazil,Rio de Janeiro,Climate Parliament,False,"21 The Cliff, Brighton East Sussex BN2 5RF",In kind,"Return flights Washington to Rio De Janeiro (£1394.88), accommodation (£1730)",3124.88,True,,,,,,,,,,,,,,,,
13914,International visit to Switzerland between 06 November 2025 and 08 November 2025,,2025-11-18,2025-11-18,,Visits outside the UK,1447,Andrew Rosindell,Switzerland,,MP delegation visit with focus on Switzerland’s rail and transport network and Vocational and Professional Education and Training (VPET) system.,2025-11-06,2025-11-08,,"Federal Department of Foreign Affairs, Switzerland",False,"Embassy of Switzerland in the UK, 16-18 Montagu Place, London W1H 2BQ",In kind,"Travel (£380), accommodation (£660), in-country travel (£290) and meals (£240)",1570.00,True,https://interests-api.parliament.uk/api/v1/Interests/13914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13815,International visit to United Arab Emirates between 28 October 2025 and 31 October 2025,,2025-11-18,2025-11-18,,Visits outside the UK,4441,Sir Oliver Dowden,United Arab Emirates,Abu Dhabi,Attending the UAE-UK Business Council Plenary Conference,2025-10-28,2025-10-31,APPG for the United Arab Emirates,Embassy of the United Arab Emirates,False,"1-2 Grosvenor Crescent, London SW1X 7EE",In kind,"Flights (£3,750) and accommodation (£3,500)",7250.00,True,https://interests-api.parliament.uk/api/v1/Interests/13815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13887,International visit to Switzerland between 05 November 2025 and 08 November 2025,,2025-11-16,2025-11-17,,Visits outside the UK,5277,Graham Leadbitter,Switzerland,Berne & Zurich,Cross Party MP delegation visit with focus on Switzerland’s rail and transport network and Vocational and Professional Education and Training (VPET) system.,2025-11-05,2025-11-08,,"Federal Department of Foreign Affairs, Switzerland",False,"Embassy of Switzerland in the UK, 16-18 Montagu Place, London W1H 2BQ",In kind,"Travel (£380), accommodation (£990), in-country travel (£290) and meals (£240)",1900.00,True,https://interests-api.parliament.uk/api/v1/Interests/13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13884,International visit to Denmark between 23 October 2025 and 24 October 2025,,2025-11-14,2025-11-17,,Visits outside the UK,5123,Ms Polly Billington,Denmark,Copenhagen,APPG visit to high-level meetings and site visits in Copenhagen cross-channel cooperation for decarbonising heat and energy.,2025-10-23,2025-10-24,Parliamentary Renewable & Sustainable Energy Group (PRASEG - Secretariat for the APPG for Renewable & Sustainable Energy),Parliamentary Renewable & Sustainable Energy Group (PRASEG) Secretariat for the APPG for Renewable & Sustainable Energy,False,"PRASEG, 10 Dean Farrar Street, London SW1H 0DX",In kind,"Accommodation, return flights and subsistence",808.00,False,https://interests-api.parliament.uk/api/v1/Interests/13884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900,International visit to Switzerland between 05 November 2025 and 07 November 2025,,2025-11-17,2025-11-17,,Visits outside the UK,5309,Katrina Murray,Switzerland,Zurich and Berne,MP delegation visit with focus on Switzerland’s rail/transport network and Vocational and Professional Education and Training (VPET) system.,2025-11-05,2025-11-07,,"Federal Department of Foreign Affairs, Switzerland",False,"Embassy of Switzerland in the United Kingdom, 16-18 Montagu Place, London W1H 2BQ",In kind,"Travel (£380), Accommodation (£660), In-Country Travel (£290), Meals (£240)",1570.00,True,https://interests-api.parliament.uk/api/v1/Interests/13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13891,International visit to Spain between 13 November 2025 and 15 November 2025,,2025-11-17,2025-11-17,,Visits outside the UK,4107,Dame Harriett Baldwin,Spain,Barcelona,"Attendance at the annual Tertulias, alongside other MPs, fostering relationships between our two countries at the highest level. My role was to work together with people from the worlds of business, industry, academia, politics and the public sector in both countries to discuss issues of common interest and common concern.",2025-11-13,2025-11-15,,Tertulias Limited,True,,In kind,Travel and accommodation (my husband joined me on the trip but paid for his own travel),575.00,False,https://interests-api.parliament.uk/api/v1/Interests/13891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13810,International visit to Luxembourg on 23 October 2025,,2025-11-17,2025-11-17,,Visits outside the UK,4020,George Freeman,Luxembourg,,LPEA Insights Conference 2025 in Luxembourg.,2025-10-23,2025-10-23,,Citicourt & Co,False,"Holborn Gate, 330 High Holborn, London, WC1V 7QH",In kind,"Plane ticket, taxes and taxi fare",814.42,True,https://interests-api.parliament.uk/api/v1/Interests/13810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13892,International visit to Italy between 20 October 2025 and 21 October 2025,,2025-11-17,2025-11-17,,Visits outside the UK,4462,Tom Tugendhat,Italy,Milan,"To give a speech on UK-Europe relations at geopolitical and business conference, hosted by SDA Bocconi School of Management.",2025-10-20,2025-10-21,,NEWEST,False,"Corp One Rockefeller Plaza, New York, NY 10022",Monetary,"Flights (£582), accommodation (£270.03) and taxi (£129)",981.03,True,https://interests-api.parliament.uk/api/v1/Interests/13892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13886,International visit to San Marino between 21 October 2025 and 24 October 2025,,2025-11-16,2025-11-16,,Visits outside the UK,5168,Adam Jogee,San Marino,,"Part of a cross-party delegation to further relations between the United Kingdom and the Republic of San Marino and the Holy See. The visit included being received at the Vatican by the Holy Father, His Holiness Pope Leo.",2025-10-21,2025-10-24,All Party Parliamentary Group on San Marino,Consulate of the Republic of San Marino to the United Kingdom,False,"c/o Baird House
15-17 St Cross Street
Farringdon
London 
EC1N 8UW",In kind,"Airfare/Ground
Transfers (£552.07)

Accommodation
(£322)

Subsistence
(£287.24)",1161.31,True,https://interests-api.parliament.uk/api/v1/Interests/13886,,,,,,,,Vatican City,,,,,,,,,,,,,,,,,,,,,,,,
13875,International visit to Switzerland between 06 November 2025 and 08 November 2025,,2025-11-13,2025-11-14,,Visits outside the UK,5199,Mr Luke Charters,Switzerland,Berne and Zurich,"MP delegation visit with a focus on Switzerland’s rail and transport network, and the Vocational and Professional Education and Training (VPET) system.",2025-11-06,2025-11-08,,"Federal Department of Foreign Affairs, Switzerland",False,"Embassy of Switzerland in the United Kingdom, 16-18 Montagu Place, London W1H 2BQ",In kind,"Travel (£380), accommodation (£660), in-country travel (£290) and meals (£240)",1570.00,True,https://interests-api.parliament.uk/api/v1/Interests/13875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13873,International visit to Finland between 27 October 2025 and 29 October 2025,,2025-11-13,2025-11-14,,Visits outside the UK,5154,Sarah Hall,Finland,,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",2025-10-27,2025-10-29,Nuclear Energy APPG,Nuclear Industry Association,False,"4th Floor, York House, 23 Kingsway, London WC2B 6UJ",In kind,"Return flights to Helsinki, hotel accommodation, transport and meals",882.55,True,https://interests-api.parliament.uk/api/v1/Interests/13873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13880,International visit to Finland between 27 October 2025 and 29 October 2025,,2025-11-14,2025-11-14,,Visits outside the UK,4799,Charlotte Nichols,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit",2025-10-27,2025-10-29,Nuclear APPG,Nuclear Industry Association,False,"4th Floor, York House, 23 Kingsway, London WC2B 6UJ",In kind,"Return flights to Helsinki, hotel accommodation, transport and meals",882.55,True,https://interests-api.parliament.uk/api/v1/Interests/13880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13874,International visit to Japan between 09 October 2025 and 17 October 2025,,2025-11-13,2025-11-14,,Visits outside the UK,5353,Anna Gelderd,Japan,,"Delegation member of the APPG Japan visit to strengthen relationships with Japanese Parliamentarians, businesses and organisations with an interest in the UK and South East Cornwall.",2025-10-09,2025-10-17,,Japan APPG,False,"House of Commons, London SW1A 0AA",In kind,"Flights (£2,911.52) and accommodation (£1,943.14)",4854.66,True,https://interests-api.parliament.uk/api/v1/Interests/13874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13863,International visit to Saudi Arabia between 08 October 2025 and 18 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4747,Tahir Ali,Saudi Arabia,,"Delegation of MPs and Peers to meet several Saudi Ministers, royal family members and members of the Shura Council, in relation to: trade, defence, tourism (Hajj/Umrah), education and energy. A dinner was hosted at the British Embassy with the Ambassador to promote Saudi-British relations",2025-10-08,2025-10-18,,Royal Embassy of Saudi Arabia,False,"30 Charles Street, Mayfair, London W1J 5DZ",In kind,"Flights (£6,851.20), accommodation  (£1,580.31) and meals (£900)",9331.51,True,https://interests-api.parliament.uk/api/v1/Interests/13863,Chamber of Commerce Istanbul Turkiye,False,"Binbirdirek Meydani Sok, No:1, 34400, Fatih Istanbul, Turkiye",In kind,Accomodation:  four nights in Madinah,1400.00,True,,,,,,,,,,,,,,,,,,,,,,,,,
13831,International visit to Japan between 08 October 2025 and 16 October 2025,,2025-11-12,2025-11-13,,Visits outside the UK,4785,Dr Ben Spencer,Japan,,"Strengthening UK-Japan relations and engagement with Japanese politicians and businesses, including visits and meetings linked to my role as Shadow DSIT Minister of State.",2025-10-08,2025-10-16,APPG for Japan,APPG for Japan,False,"House of Commons, London SW1A 0AA",In kind,"Flights (£3,134.90), accommodation (£1,943.14), food and hospitality (£574.65), transport in Japan (£364.97)",6017.66,True,https://interests-api.parliament.uk/api/v1/Interests/13831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13836,International visit to United States between 17 October 2025 and 20 October 2025,,2025-11-12,2025-11-13,2025-12-15,Visits outside the UK,4597,Mrs Kemi Badenoch,United States,,To participate in a conference organised by the Hoover Institute.,2025-10-17,2025-10-20,,Hoover Institution,False,"434 Galvez Mall, Stanford University, CA 94305 USA",In kind,"Accommodation for myself and two staff members (£4116.00). On 11 December Hoover reimbursed (£23,363.96), for flights for myself and two staff members,  originally made by the Conservative Party",27479.96,False,https://interests-api.parliament.uk/api/v1/Interests/13836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13865,International visit to Saudi Arabia between 08 October 2025 and 18 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4394,Imran Hussain,Saudi Arabia,,"Delegation of MPs and Peers to meet several Saudi Ministers, royal family members and members of the Shura Council, in relation to: trade, defence, tourism (Hajj/Umrah), education and energy. A dinner was hosted at the British Embassy with the Ambassador to promote Saudi-British relations",2025-10-08,2025-10-18,Saudi Arabia,Royal Embassy of Saudi Arabia,False,"30 Charles Street, Mayfair, London W1J 5DZ",In kind,"Flights (£6851.20), accommodation (£2580.31) and meals (£600)",10031.51,True,https://interests-api.parliament.uk/api/v1/Interests/13865,Chamber of Commerce Istanbul Turkiye,False,"Binbirdirek Meydani Sok, No:1, 34400, Fatih Istanbul, Turkiye",In kind,Accommodation: four nights in Madinah,1400.00,True,,,,,,,,,,,,,,,,,,,,,,,,,
13861,International visit to Denmark between 22 October 2025 and 24 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4061,Bill Esterson,Denmark,Copenhagen,APPG visit to high-level meetings and site visits in Copenhagen cross-channel cooperation for decarbonising heat and energy.,2025-10-22,2025-10-24,PRASEG,Parliamentary Renewable & Sustainable Energy Group (PRASEG),False,"PRASEG, 10 Dean Farrar Street, London SW1H 0DX",In kind,"Accommodation, return flights, subsistence, ground transport",1185.00,True,https://interests-api.parliament.uk/api/v1/Interests/13861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13868,International visit to Saudi Arabia between 08 October 2025 and 18 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4598,Mohammad Yasin,Saudi Arabia,,"Part of a delegation of MPs and Peers to meet several Saudi Ministers, royal family members and members of the Shura Council, in relation to trade, defence, tourism (Hajj/Umrah), education and energy. A dinner was hosted at the British Embassy with the Ambassador to promote Saudi-British relations.",2025-10-08,2025-10-18,Saudi Arabia,Royal Embassy of Saudi Arabia,False,"30 Charles Street, Mayfair, London W1J 5DZ",In kind,"Flights (£6851.20), accommodation (£2580.31) and meals (£600)",10031.51,True,https://interests-api.parliament.uk/api/v1/Interests/13868,Chamber of Commerce Istanbul Turkiye,False,"Bindirdirek Meydani Sok, No:1, 34400, Fatih, Istanbul  Turkiye",In kind,Four nights accommodation in Madinah,1400.00,True,,,,,,,,,,,,,,,,,,,,,,,,,
13838,International visit to Israel between 23 October 2025 and 30 October 2025,,2025-11-12,2025-11-12,,Visits outside the UK,1593,Sammy Wilson,Israel,,"This was a fact finding visit which included visiting Israeli Jews, Christians, Muslims, Druze and others, meeting members of civil and political society (including Government and opposition MK's) being briefed by eyewitnesses to the murderous terrorist attacks by Hamas, Hezbollah, Iran and the Houthis.",2025-10-23,2025-10-30,,Embassy of Israel,False,"Embassy of Israel, 2 Palace Green, London W8 4QB",In kind,"Flights (£800),  food and transport (£1760), accommodation (£1250)",3810.00,True,https://interests-api.parliament.uk/api/v1/Interests/13838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13822,International visit to San Marino between 21 October 2025 and 26 October 2025,,2025-11-11,2025-11-11,,Visits outside the UK,1447,Andrew Rosindell,San Marino,,All-Party Parliamentary Group for San Marino visit to strengthen bilateral relations.,2025-10-21,2025-10-26,San Marino,Honorary Consulate for the Republic of San Marino,False,"Baird House, 15-17 St Cross St, London EC1N 8UW",In kind,"Flights/Transfers: £498.32, accommodation:  £635.75, subsistence: £413",1544.07,True,https://interests-api.parliament.uk/api/v1/Interests/13822,,,,,,,,Vatican City,,,,,,,,,,,,,,,,,,,,,,,,
13826,International visit to Vatican City between 21 October 2025 and 23 October 2025,,2025-11-11,2025-11-11,,Visits outside the UK,4634,Christine Jardine,Vatican City,,"Meetings with business people, parliamentarians and faith leaders in the Vatican City and San Marino to foster links between communities, parliaments and countries.",2025-10-21,2025-10-23,San Marino,Consulate of San Marino,False,"c/o Baird House, 15-17 St Cross Street, Farringdon, London EC1N 8UW",In kind,"Airfare and transfers (£534.36), accommodation (£193), subsistence (£173.38)",900.94,True,https://interests-api.parliament.uk/api/v1/Interests/13826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13817,International visit to Australia between 22 October 2025 and 29 October 2025,,2025-11-10,2025-11-10,,Visits outside the UK,5243,Andrew Pakes,Australia,,Speaker at the Business Council of Co-operative and Mutuals [BCCM] Leaders’ Summit in Adelaide. Meetings with Ministers and associated organisations in Canberra in relation to UK and Australian policies for co-operative and mutual businesses.,2025-10-22,2025-10-29,APPG on Mutuals,"Business Council of Co-operatives and Mutuals, Australia",False,"Level 6, 275 George Street, Sydney NSW 2000",In kind,"Flights, accommodation and meals",13194.00,True,https://interests-api.parliament.uk/api/v1/Interests/13817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13806,International visit to Cyprus between 10 October 2025 and 13 October 2025,,2025-11-08,2025-11-10,,Visits outside the UK,87,Sir Roger Gale,Cyprus,Nicosia,"To attend the Morphou Rally and associated events, to meet with the President of the Republic, the President of the National Assembly, Members of Parliament, the Mayor and Members of the Council of Morphou and others.",2025-10-10,2025-10-13,,Morphou Municipality,False,"2 Aglantzias Avenue, 2108 Nicosia",In kind,"Accommodation for three nights (£482.96), internal transport (£200 estimated) and meals (£150 estimated)",832.96,True,https://interests-api.parliament.uk/api/v1/Interests/13806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13745,International visit to Italy between 05 October 2025 and 11 October 2025,,2025-11-04,2025-11-10,,Visits outside the UK,4397,Peter Dowd,Italy,Rome,"As co-chair of the All Party Parliamentary Group for Italy, the Group received an invite from the Chair of the British Friendship Group. The visit to the Italian Parliament was organised by the Italian Inter Parliament Union. The Group met with over 40 senior Italian MPs and Senators (including Chairs of Italian Parliamentary Select Committees) in both Houses of the Italian Parliament, as well as undertaking meetings with representatives of the British expat community and at the British School at Rome.",2025-10-05,2025-10-11,APPG Italy,Italian IPU Group,False,"Protocol Office, Chamber of Deputies, Piazza del Parlamento 24, 00186 Rome",In kind,"Lunch for myself (£47.76), tour of the Colosseum for myself and a guest (£113.20)",160.96,False,https://interests-api.parliament.uk/api/v1/Interests/13745,All Party Parliamentary Group for Italy,False,"House of Commons, London, SW1A 0AA",In kind,"Meals for myself and a guest (£158.78), transport for myself and a guest (£45.83)",204.61,False,,,Italian Parliament,False,"Camera de Deputati, Palazzo Montecitorio - Piazza Montecitorio 00186, Rome",In kind,"Presentation of symbolic, parliamentary items exchanged between me, as co Chair of the All Party Parliamentary Group for Italy, and the various senior Italian Select Committee Chairs we met (estimated value £340)",340.00,True,,,,,,,,,,,,,,,,
13804,International visit to Austria between 28 October 2025 and 29 October 2025,,2025-11-07,2025-11-10,,Visits outside the UK,4020,George Freeman,Austria,Vienna,Participation as a speaker at the ESPI Conference in Vienna.,2025-10-28,2025-10-29,,European Space Policy Institute (ESPI),False,"Schwarzenbergplatz 16, TOP 1
1010 Vienna, Austria",In kind,"Return flights (£285.00), hotel (£112.00) and transfers (£121.00). I was accompanied by a staff member from my office, who covered all of their own travel expenses",518.00,False,https://interests-api.parliament.uk/api/v1/Interests/13804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13785,International visit to Cyprus between 10 October 2025 and 13 October 2025,,2025-11-06,2025-11-07,,Visits outside the UK,4610,Bambos Charalambous,Cyprus,Nicosia,"To attend the annual Morphou Rally and associated events in Cyprus, to meet with the Mayor and councillors of the Morphou Municipality, other politicians and members from civil society.",2025-10-10,2025-10-13,,Morphou Municipality,False,"2 Aglantzias Avenue, 2108 Aglantzia, Nicosia Cyprus",In kind,"Accommodation for three nights (£482.96), transport (£200 estimate) and meals (£150 estimate)",832.96,True,https://interests-api.parliament.uk/api/v1/Interests/13785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13797,International visit to Brunei between 25 May 2025 and 30 May 2025,,2025-11-07,2025-11-07,,Visits outside the UK,4124,Dame Chi Onwurah,Brunei,,Experience the work of the British Army stationed in the Brunei,2025-05-25,2025-05-30,,Armed Forces Parliamentary Trust,False,Parliament,In kind,Flights London-Brunei,799.82,True,https://interests-api.parliament.uk/api/v1/Interests/13797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13802,International visit to United States between 07 October 2025 and 10 October 2025,,2025-11-07,2025-11-07,,Visits outside the UK,4462,Tom Tugendhat,United States,Washington,"Reimbursement of costs associated with attending a cross-partisan conference, supporting veteran leadership in UK and US politics.",2025-10-07,2025-10-10,,With Honor Action,False,"700 Pennsylvania Ave SE, Ste 420, Washington, DC 20003",Monetary,"Reimbursement for return flights (£8,902.94) and two nights accommodation (£565.36). Expected reimbursement of accommodation tax (£95.32), taxi to Heathrow (£84.77), taxi to IAD (£43.03) and taxi to and from the event (£31.78)",9468.30,True,https://interests-api.parliament.uk/api/v1/Interests/13802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787,International visit to Spain between 26 October 2025 and 28 October 2025,,2025-11-06,2025-11-07,,Visits outside the UK,4500,Clive Lewis,Spain,,To attend a Parliamentarians forum on the rise of the far right,2025-10-26,2025-10-28,,Friedrich-Ebert-Stiftung,False,"FES Regional Office for International Cooperation, Reichsratsstraße 13/5, 1010 Vienna Austria",In kind,"Flights (£527.39), hotel (£348.83), meals (£144.86) and in-country transport (£31.68)",1052.76,True,https://interests-api.parliament.uk/api/v1/Interests/13787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13775,International visit to Ukraine between 05 October 2025 and 11 October 2025,,2025-11-06,2025-11-06,,Visits outside the UK,5336,Helen Maguire,Ukraine,,To raise the importance of humanitarian demining on the Ukrainian political agenda through dialogue and engagement with Ukrainian parliamentarians and officials.,2025-10-05,2025-10-11,Explosive Weapons and Their Impact APPG,Safelane Global (via Animar Travel Network),False,"Unit 2 Phocle Park, Phocle Green, Upton Bishop, Ross-On-Wye, Herefordshire, United Kingdom, HR9 7XU",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.20,True,https://interests-api.parliament.uk/api/v1/Interests/13775,RSK Group (via Animar Travel Network),False,"Spring Lodge, 172 Chester Road, Helsby, Cheshire, United Kingdom, WA6 0AR",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.20,True,,,Guartel Technologies (via Animar Travel Network),False,"4 Ravenscroft Court Buttington Cross Enterprise Park, Buttington, Welshpool, Powys, Wales, SY21 8SL",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.20,True,Alford Technology (via Animar Travel Network),False,"Alford House Epsom Square, White Horse Business Park, Trowbridge, Wiltshire, England, BA14 0XG",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.20,True,NIC Instruments (via Animar Travel Network),False,"Gladstone Road, Folkestone, Kent, CT19 5NF",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.20,True,,
13761,International visit to San Marino between 21 October 2025 and 26 October 2025,,2025-11-05,2025-11-06,,Visits outside the UK,5158,Rupert Lowe,San Marino,,All-Party Parliamentary Group for San Marino visit to San Marino and Vatican City in order to strengthen bilateral relations with the U.K.,2025-10-21,2025-10-26,APPG San Marino,Consulate of San Marino,False,"c/o Baird House, 15-17 Cross Street, Farringdon, London EC1N 8UW",In kind,"Airfare and ground transfers (£498.32), accommodation (£879.60) and subsistence (£413)",1790.92,False,https://interests-api.parliament.uk/api/v1/Interests/13761,,,,,,,,Vatican City,,,,,,,,,,,,,,,,,,,,,,,,
13744,International visit to Denmark between 23 October 2025 and 24 October 2025,,2025-11-04,2025-11-05,,Visits outside the UK,5250,Gideon Amos,Denmark,Copenhagen,APPG visit to high-level meetings and site visits in Copenhagen cross-channel cooperation for decarbonising heat and energy.,2025-10-23,2025-10-24,Parliamentary Renewable & Sustainable Energy Group,Parliamentary Renewable & Sustainable Energy Group (PRASEG) Secretariat for the APPG for Renewable & Sustainable Energy,False,"PRASEG, 10 Dean Farrar Street, London SW1H 0DX",In kind,"Estimate of the probable value: Accommodation, return flights, subsistence",808.00,True,https://interests-api.parliament.uk/api/v1/Interests/13744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13663,International visit to Malaysia between 12 October 2025 and 14 October 2025,,2025-10-31,2025-11-03,,Visits outside the UK,185,Jeremy Corbyn,Malaysia,Kuala Lumper,Keynote Address at the Kuala Lumpur Conference on a New Just and Humane International Order,2025-10-12,2025-10-14,,World Network,False,"131, Jalan Macalister, 10400 Penang, Malaysia",In kind,Flights (£4280.22) and accommodation (£66.37),4346.59,True,https://interests-api.parliament.uk/api/v1/Interests/13663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13689,International visit to Italy between 05 October 2025 and 08 October 2025,,2025-11-03,2025-11-03,,Visits outside the UK,345,Sir Edward Leigh,Italy,Rome,Fostering closer relations between Italy and the United Kingdom,2025-10-05,2025-10-08,APPG Italy,APPG Italy,False,"House of Commons, London SW1A 0AA",In kind,"Meals for myself and my staff member (£180.58), taxis for myself and my staff member (56.60)",237.18,False,https://interests-api.parliament.uk/api/v1/Interests/13689,Italian Inter Parliamentary Union,False,"Piazza Montecitorio, 00186 ROMA",In kind,Tour of the Colosseum for myself and my staff memeber (£113.20) and lunch for myself (£47.76),160.96,False,,,,,,,,,,,,,,,,,,,,,,,,,
13730,International visit to Estonia between 12 October 2025 and 15 October 2025,,2025-11-03,2025-11-03,,Visits outside the UK,4932,Mr Louie French,Estonia,,Cross Party delegation to Estonia to discuss defence and NATO.,2025-10-12,2025-10-15,,European Leaders Network (ELNET) UK,False,"4th Floor, 6 Princes Street, London W1B 2LG",In kind,"Cost includes hotel, travel and meals",1150.00,True,https://interests-api.parliament.uk/api/v1/Interests/13730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
